"","Order","Latitude","Biome","Elevation","pH","Clay_silt_c","NDVI_2001_2020_Normalized","Plant_cover_v3","ORC","ORC_stock","POM_C_g_kg","MAOM_C_g_kg","Aromatic_Prop","Alkanes_Prop","Polysaccharide_Prop","Amide_Prop","Soil_respiration","Seasonality","MAXT...19","Aridity...20","Human_influence","Extreme_events","Fire","Aridity_2016_2019...24","MAXT_mean_2016_2019...25","Extreme_events_2016_2019","Population_density_2016_2019...27","Fire_2016_2019","Seasonality_2016_2019","MAXT_anomaly","Seasonality_anomaly","MINP_anomaly","Human_influence1","Extreme_events1","Fire1","Aridity...36","MAXT...37","PSEA","MDR","TSEA","SPEI_1_Extreme_dry_events","SPEI_1_extreme_wet_events","Heatwave_day","Frost","nfertilize","nmanure_gl","hii_v2geo","fire_n","Aridity_2016_2019...49","MAXT_mean_2016_2019...50","TSEA_2016_2019","MDR_2016_2019","PSEA_2016_2019","SPEI_1_Extreme_dry_events_2016_2019","SPEI_1_extreme_wet_events_2016_2019","Frost_2016_2019","Heatwave_day_2016_2019","Fire_Count_2016_2019","Population_density_2016_2019...59","MAXT_difference","PSEA_difference","MDR_difference","TSEA_difference","MINP","MINP_2016_2019","MINP_difference"
"1640",1842,-24.34024,"Arid",883,8.09,20.22222222,0.110873043,1.333333333,0.882219938,0.124393011,0.950906347,1.942981858,21.62375087,6.480844459,7.114370513,9.505613694,NA,0.500437872,0.737980769,0.988457238,0.02174009,0.147756254,0,0.999367273,0.985086467,0.202130255,2.28e-06,0,0.519663557,0.786130715,0.4017757,0.075557449,0.02174009,0.147756254,0,-0.0341,30.7,107.2,16,299.139,19,1,9.856083733,0,0,0.124,4,0,-0.00263,60.01,863.6921182,12.45541667,155.02449,8,2,0,10.04993404,0,0.01186,29.31,47.82449,-3.54458333,564.5531182,1,0.925,0.075
"1641",1843,-24.33415,"Arid",874,8.27,10.11111111,0.122809565,2.777777778,0.840225212,0.11763153,1.130527015,2.329617084,20.80285167,6.803224513,6.380859305,10.07857914,NA,0.505985498,0.737980769,0.988601522,0.02174009,0.163135655,0,0.999342514,0.987148977,0.20506705,2.22e-06,0,0.520885265,0.788790017,0.400087692,0.075557449,0.02174009,0.163135655,0,-0.0337,30.7,108.811,16.1,301.319,19,1,9.916994321,0,0,0.124,4,0,-0.00272,60.14,874.8068266,12.28875,157.32335,8,2,0,10.08164512,0,0.01154,29.44,48.51235,-3.81125,573.4878266,1,0.925,0.075
"1642",1844,-24.32231,"Arid",869,8.37,4.111111111,0.117940652,3,0.235599895,0.032983985,0.93553062,2.182690077,21.4437921,4.79475909,2.800697864,11.43535766,NA,0.503620745,0.737980769,0.988421167,0.02174009,0.150173472,0.125,0.999342514,1,0.197710185,2.17e-06,0,0.527592205,0.805359517,0.406585926,0.075131373,0.02174009,0.150173472,0.125,-0.0342,30.7,107.2,16.1333,301.112,19,1,9.864687909,0.097895252,0,0.124,4,1,-0.00272,60.95,897.59463,12.42916667,157.32335,8,2,0,10.00220677,0,0.01132,30.25,50.12335,-3.70413333,596.48263,1,1,0
"1643",1845,-25.13081,"Arid",1040,6.74,4.444444444,0.198750217,9.333333333,0.486846566,0.071079599,0.424084475,1.457996328,17.99819733,3.397015002,3.490516713,11.32878281,NA,0.573684567,0.826923077,0.969519893,0.024178085,0.197617422,0,0.996676809,0.887117246,0.153252619,1.32e-05,0,0.478100595,0.58412601,0.312489258,0.052549354,0.024178085,0.197617422,0,-0.0866,34.4,95.8898,17.9333,570.368,12,13,9.958885336,3.400987383,0,1.412,4,0,-0.01241,53.835,919.3099196,11.96458333,121.97501,5,1,0.81300813,10.09196179,0,0.0689,19.435,26.08521,-5.96871667,348.9419196,1,4.975,-3.975
"1644",1846,-25.12885,"Arid",1040,6.2,5.111111111,0.195068043,9.777777778,0.671369946,0.098020012,0.431514259,1.123126171,18.09975704,3.753217387,2.847988983,11.8965144,NA,0.572727434,0.824519231,0.969555964,0.024178085,0.197617422,0,0.996676809,0.887117246,0.153252619,1.32e-05,0,0.478100595,0.586171627,0.313123699,0.052549354,0.024178085,0.197617422,0,-0.0865,34.3,95.8898,17.8917,569.934,12,13,9.958885336,3.400987383,0,1.412,4,0,-0.01241,53.835,919.3099196,11.96458333,121.97501,5,1,0.81300813,10.09196179,0,0.0689,19.535,26.08521,-5.92711667,349.3759196,1,4.975,-3.975
"1645",1847,-25.12635,"Arid",1040,6.03,3.888888889,0.200263261,13.88888889,0.565478883,0.082559917,0.762833453,1.315604635,17.92738467,3.710727007,2.919815301,11.53782944,NA,0.572727434,0.824519231,0.969555964,0.024178085,0.1780661,0,0.996676809,0.879105188,0.1437612,1.32e-05,0,0.47982797,0.57584126,0.314210739,0.052549354,0.024178085,0.1780661,0,-0.0865,34.3,95.8898,17.8917,569.934,12,13,9.882139619,3.331512835,0,1.412,4,0,-0.01241,53.33,914.5309211,12.08625,121.97501,5,1,0.816326531,9.989384289,0,0.06879,19.03,26.08521,-5.80545,344.5969211,1,4.975,-3.975
"1646",1848,13.522,"Arid",231,5.08,10,0.209470217,22.66666667,1.883211048,0.284364868,0.626979687,1.308461947,18.60498905,3.74505824,3.472344308,11.4972823,NA,0.511989355,0.980769231,0.946578653,0.114705577,0.194081069,0,0.994022107,0.869823893,0.149726599,0.010676463,0,0.394372257,0.430909277,0.298626428,0.075131373,0.114705577,0.194081069,0,-0.1502,40.8,139.422,13.6917,296.388,13,4,10.05110733,0,0.16,9.129,18,0,-0.02206,52.745,637.809412,9.034583333,141.42042,2,4,0,10.09975413,0,55.61102,11.945,1.99842,-4.657116667,341.421412,0,0,0
"1647",1849,13.52344,"Arid",231,5.33,6.666666667,0.229574783,50.22222222,1.621911122,0.244908579,0.460835457,1.106277636,18.62702522,3.448050486,3.365552901,11.60558021,NA,0.511989355,0.980769231,0.946578653,0.114705577,0.194081069,0,0.994027609,0.869823893,0.149726599,0.010676461,0,0.395064488,0.430909277,0.299354852,0.075131373,0.114705577,0.194081069,0,-0.1502,40.8,139.422,13.6917,296.388,13,4,10.05110733,0,0.16,9.129,18,0,-0.02204,52.745,637.809412,9.034583333,141.98328,2,4,0,10.09975413,0,55.61101,11.945,2.56128,-4.657116667,341.421412,0,0,0
"1648",1850,13.19106,"Arid",258,4.82,14.44444444,0.222850435,22.44444444,1.78510456,0.269550789,0.292959285,1.468250487,18.61861637,3.766905569,4.420037785,11.25528533,NA,0.499328876,0.96875,0.932979836,0.150794784,0.197952047,0,0.992819926,0.827939077,0.090372296,0.006257608,0,0.348310156,0.387133067,0.272153367,0.075131373,0.150794784,0.197952047,0,-0.1879,40.3,135.115,13.5,293.512,18,10,9.982332155,0,0.063,5.681,26,0,-0.02643,50.105,574.4516917,7.725833333,134.61535,2,4,0,9.458855098,0,32.59431,9.805,-0.49965,-5.774166667,280.9396917,0,0,0
"1649",1851,13.19061,"Arid",258,4.45,13.33333333,0.216171087,28.55555556,2.232021165,0.337035196,0.506940981,1.417480309,16.30808355,5.023710466,5.938789046,9.670039689,NA,0.497299015,0.96875,0.933051979,0.107784031,0.197952047,0,0.992819926,0.827939077,0.090372296,0.006257608,0,0.348310156,0.387133067,0.273487606,0.075131373,0.107784031,0.197952047,0,-0.1877,40.3,135.251,13.4083,291.676,18,10,9.982332155,0,0.063,5.681,18,0,-0.02643,50.105,574.4516917,7.725833333,134.61535,2,4,0,9.458855098,0,32.59431,9.805,-0.63565,-5.682466667,282.7756917,0,0,0
"1650",1852,12.80572,"Arid",223,4.12,13.33333333,0.271218261,33.77777778,1.919343052,0.274466057,0.322321337,1.54572779,18.68544467,4.369118997,4.769150061,11.04697512,NA,0.478061612,0.96875,0.921184576,0.129289407,0.151631868,0,0.991788306,0.838172299,0.16598074,0.005706164,0,0.357008574,0.400327299,0.29014806,0.075131373,0.129289407,0.151631868,0,-0.2206,40.3,129.963,13.1833,268.5,14,6,9.85915493,0,0.063,5.681,22,0,-0.03018,50.75,588.2684222,8.327083333,129.67838,2,4,0,10.27526395,0,29.72198,10.45,-0.28462,-4.856216667,319.7684222,0,0,0
"1651",1853,12.80514,"Arid",233,4.44,14.44444444,0.235455,22.55555556,2.015604327,0.296293836,0.396440803,1.444832145,19.62973874,4.303815621,4.522817502,11.40524389,NA,0.477452356,0.966346154,0.920932078,0.107784031,0.191592848,0,0.991777302,0.835157861,0.151256991,0.005706164,0,0.35175582,0.398486243,0.286749755,0.075131373,0.107784031,0.191592848,0,-0.2213,40.2,129.677,13.175,269.006,14,6,10.0174216,0,0.063,5.681,18,0,-0.03022,50.56,569.8307131,8.223333333,129.65345,2,4,0,10.11627907,0,29.72198,10.36,-0.02355,-4.951666667,300.8247131,0,0,0
"1652",1854,31.55473,"Temperate",668,8.02,74.11111111,0.17313,29.55555556,14.67736359,2.010798812,3.413570002,9.830820946,22.60556669,10.80057573,10.94898178,7.346974501,NA,0.443935996,0.728365385,0.939941565,0.119434163,0.229887875,0,0.995656193,0.796604791,0.166845371,0.107626337,0,0.428220571,0.551293853,0.369124625,0.049140747,0.119434163,0.229887875,0,-0.1686,30.3,109.654,10.3333,588.068,48,0,10.00529381,0.196560197,3.171,16.511,14,0,-0.01612,48.13,864.0974862,9.344583333,133.07417,5,2,0,10.11884359,0,560.59863,17.83,23.42017,-0.988716667,276.0294862,0,4.575,-4.575
"1653",1855,31.55507,"Temperate",668,8.03,75.44444444,0.186103043,17.22222222,14.31174452,1.946397255,2.627776487,10.91697994,22.11601852,10.99426804,12.98610992,7.41602023,NA,0.443935996,0.721153846,0.939941565,0.119434163,0.239402575,0,0.995656193,0.765905125,0.142971926,0.107626337,0,0.415694657,0.517848011,0.360706336,0.049140747,0.119434163,0.239402575,0,-0.1686,30,109.654,10.3333,588.068,48,0,10.04296455,0.197823937,3.171,16.511,14,0,-0.01612,46.195,863.6013503,8.744583333,133.07417,5,2,0.101214575,9.858299595,0,560.59863,16.195,23.42017,-1.588716667,275.5333503,0,4.575,-4.575
"1654",1856,31.55444,"Temperate",668,7.79,75.22222222,0.186103043,32.11111111,20.47421888,2.784493768,5.046893325,12.08225493,21.74615151,12.32810402,13.24194291,6.889753363,NA,0.443935996,0.721153846,0.939941565,0.119434163,0.239402575,0,0.995656193,0.765905125,0.142971926,0.107626337,0,0.415694657,0.517848011,0.360706336,0.049140747,0.119434163,0.239402575,0,-0.1686,30,109.654,10.3333,588.068,48,0,10.04296455,0.197823937,3.171,16.511,14,0,-0.01612,46.195,863.6013503,8.744583333,133.07417,5,2,0.101214575,9.858299595,0,560.59863,16.195,23.42017,-1.588716667,275.5333503,0,4.575,-4.575
"1655",1857,-5.14567,"Arid",190,6.86,2.666666667,0.223710217,63.88888889,1.423999517,0.190815935,0.682366254,0.743640598,19.44617991,4.590550092,2.162708934,11.43883671,NA,0.472695086,0.776442308,0.976553764,0.129387672,0.235464968,0,0.997983527,0.774234492,0.170279987,0.042500253,0,0.255420473,0.481538304,0.229736242,0.065757705,0.129387672,0.235464968,0,-0.0671,32.3,138.071,12.6333,223,2,46,9.916367981,0,3.575,9.539,18,0,-0.00766,46.72,398.430833,3.972083333,146.21967,6,1,0,10.1480369,0,221.37317,14.42,8.14867,-8.661216667,175.430833,0,1.65,-1.65
"1656",1858,-5.13709,"Arid",190,7.09,4,0.257037174,67.88888889,1.568743164,0.210211584,0.682671378,0.760171492,19.4294817,4.529512081,2.183790353,11.43671065,NA,0.494226019,0.776442308,0.980738015,0.129387672,0.153647178,0,0.997983527,0.774075837,0.133168713,0.042500258,0,0.257922132,0.481333742,0.216562172,0.066609857,0.129387672,0.153647178,0,-0.0555,32.3,149.815,12.6083,223.174,2,46,9.592326139,0,3.575,9.539,18,0,-0.00766,46.71,399.6504649,4.082916667,146.21967,6,1,0,9.747314832,0,221.3732,14.41,-3.59533,-8.525383333,176.4764649,0,1.5,-1.5
"1657",1859,-5.12992,"Arid",190,7.07,3,0.259168696,73,1.990884984,0.270760358,0.924304128,1.13241124,17.32158651,4.955372593,5.058128853,9.910104294,NA,0.49991411,0.776442308,0.982253003,0.107882296,0.26563121,0,0.997983527,0.773123909,0.181415408,0.042500258,0,0.256633215,0.480106372,0.21186674,0.066609857,0.107882296,0.26563121,0,-0.0513,32.3,153.102,12.5833,223.417,2,46,10.03584229,0,3.575,9.539,14,0,-0.00766,46.65,406.6472456,3.964583333,146.21967,6,1,0,10.26827554,0,221.3732,14.35,-6.88233,-8.618716667,183.2302456,0,1.5,-1.5
"1658",1860,-5.12102,"Arid",85,7.95,7.333333333,0.124846087,29.77777778,1.797274781,0.246226645,0.55168311,1.08510088,19.16638284,5.26607447,3.936300456,10.91563492,NA,0.469555919,0.774038462,0.993831836,0.096126289,0.289142042,0,0.999425044,0.870141203,0.152879202,0.003833517,0,0.387136211,0.607241485,0.338007497,0.071438716,0.096126289,0.289142042,0,-0.0192,32.2,142.077,11.8083,256.25,34,41,9.970958374,0,1.23,8.373,14,0,-0.00242,52.765,561.20543,7.082916667,178.82037,5,0,0,10.25219298,0,19.96783,20.565,36.74337,-4.725383333,304.95543,0,0.65,-0.65
"1659",1861,-5.12812,"Arid",84,8.04,11.66666667,0.120752174,8.111111111,3.247208056,0.444867504,0.866821846,1.683456521,19.05465474,6.026083549,5.461491872,9.610213786,NA,0.469364871,0.774038462,0.993795765,0.096126289,0.25256325,0,0.999425044,0.789465334,0.131830446,0.003833517,0,0.367004145,0.503221847,0.323527352,0.071438716,0.096126289,0.25256325,0,-0.0193,32.2,142.077,11.8,256.163,34,41,9.826086957,0,1.23,8.373,14,0,-0.00242,47.68,489.7649045,6.685833333,178.82037,5,0,0,10.0249116,0,19.96783,15.48,36.74337,-5.114166667,233.6019045,0,0.65,-0.65
"1660",1862,-5.13616,"Arid",83,8.41,20.66666667,0.140685,43.55555556,2.142338526,0.293500378,0.657315192,1.166150681,21.18159035,6.67843084,5.61337469,8.899712109,NA,0.475874686,0.774038462,0.994012192,0.096126289,0.313858036,0,0.999482815,0.785340314,0.210722011,0.011012428,0,0.373466974,0.497903242,0.324639263,0.071438716,0.096126289,0.313858036,0,-0.0187,32.2,145.867,11.7667,256.669,34,41,10.06884682,0,1.23,8.373,14,0,-0.00221,47.42,494.315829,6.807916667,181.40045,5,0,0.961538462,10.85053158,0,57.36098,15.22,35.53345,-4.958783333,237.646829,0,0.65,-0.65
"1661",1863,38.07486,"Temperate",347,5.6,52.77777778,0.485446739,17.11111111,25.81847257,3.511312269,5.634463214,14.75520783,19.02076829,11.2105255,7.262354124,8.517016947,NA,0.383896617,0.774038462,0.876456372,0.111172144,0.24489513,0,0.989194126,0.797556719,0.196953166,0,0,0.425795585,0.513654495,0.397018644,0.070444539,0.111172144,0.24489513,0,-0.3446,32.2,61.0422,12.025,566.446,39,12,10,1.847133758,1.905,17.71,13,0,-0.03961,48.19,1033.947536,9.784166667,100.69069,7,2,0.779220779,10.12273853,0,0,15.99,39.64849,-2.240833333,467.501536,4,4.825,-0.825
"1662",1864,38.07808,"Temperate",366,5.77,49.33333333,0.467520435,9.888888889,24.09606055,3.397544537,6.918170858,14.59724705,19.68685591,11.17809631,8.421866217,7.824854787,NA,0.385042279,0.778846154,0.874364246,0.111172144,0.24489513,0,0.989194126,0.797556719,0.196953166,0,0,0.425795585,0.509563261,0.396335851,0.070444539,0.111172144,0.24489513,0,-0.3504,32.4,59.9634,12.125,571.848,39,12,10,1.847133758,1.905,17.71,13,0,-0.03961,48.19,1033.947536,9.784166667,100.69069,7,2,0.779220779,10.12273853,0,0,15.79,40.72729,-2.340833333,462.099536,4,4.825,-0.825
"1663",1865,38.08376,"Temperate",374,5.71,39.22222222,0.487452609,48,20.41346444,2.878298486,4.520846355,11.80107967,19.88809841,11.10048911,8.229089472,7.655995257,NA,0.388255206,0.783653846,0.875302096,0.152592591,0.270129296,0,0.989766331,0.810328415,0.197670881,0,0,0.426347589,0.521939245,0.394404166,0.070444539,0.152592591,0.270129296,0,-0.3478,32.6,60.4047,12.2333,572.444,52,13,10.01283697,1.479099678,6.959,20.199,16,0,-0.03753,48.995,1056.533425,9.691666667,99.64105,7,2,0.791556728,10.13015168,0,0,16.395,39.23635,-2.541633333,484.089425,4,4.825,-0.825
"1664",1866,38.70364,"Temperate",173,5.98,31,0.578593261,49.22222222,16.86520059,2.377993283,4.608128654,11.38202531,19.71548504,9.378621265,6.728969312,9.45175563,NA,0.343799775,0.733173077,0.843451286,0.250192296,0.228354567,0,0.98694657,0.738616532,0.207176763,8.12e-05,0,0.396912214,0.472435307,0.400716439,0.06589973,0.250192296,0.228354567,0,-0.4361,30.5,61.8419,10.8167,484.53,46,14,9.874826147,1.644528779,27.233,33.827,14,0,-0.04778,44.475,955.7231271,9.262083333,96.60137,6,4,0.642673522,10.10267383,0,0.42288,13.975,34.75947,-1.554616667,471.1931271,5,6.625,-1.625
"1665",1867,38.70527,"Temperate",188,5.9,32.33333333,0.597794565,44.55555556,19.89420013,2.805082218,7.828356211,12.12878224,19.71666518,9.720273766,5.840841084,9.584242237,NA,0.343799775,0.733173077,0.843451286,0.250192296,0.228354567,0,0.98694657,0.738616532,0.207176763,8.12e-05,0,0.396912214,0.472435307,0.400716439,0.06589973,0.250192296,0.228354567,0,-0.4361,30.5,61.8419,10.8167,484.53,46,14,9.874826147,1.644528779,27.233,33.827,14,0,-0.04778,44.475,955.7231271,9.262083333,96.60137,6,4,0.642673522,10.10267383,0,0.42288,13.975,34.75947,-1.554616667,471.1931271,5,6.625,-1.625
"1666",1868,38.7083,"Temperate",188,5.74,30.44444444,0.536754733,46,15.9106684,2.243404245,4.929761429,10.9187289,18.90607154,10.36162977,7.34383009,8.759041808,NA,0.343799775,0.733173077,0.843451286,0.271697673,0.228354567,0,0.98694657,0.738616532,0.207176763,8.12e-05,0,0.396912214,0.472435307,0.400716439,0.06589973,0.271697673,0.228354567,0,-0.4361,30.5,61.8419,10.8167,484.53,46,14,9.874826147,1.644528779,27.233,33.827,18,0,-0.04778,44.475,955.7231271,9.262083333,96.60137,6,4,0.642673522,10.10267383,0,0.42288,13.975,34.75947,-1.554616667,471.1931271,5,6.625,-1.625
"1667",1869,37.58968,"Temperate",271,5.79,35.66666667,0.455277174,4.666666667,17.51284192,2.521849237,2.787926473,10.48571001,18.45915974,10.82341651,4.717850288,9.174024312,NA,0.366256345,0.759615385,0.873318183,0.222015091,0.259322005,0,0.989730568,0.813263525,0.207139342,0,0,0.423048649,0.54617981,0.405530477,0.064195427,0.222015091,0.259322005,0,-0.3533,31.6,66.4984,11.2,513.181,41,13,10.03937008,1.482799526,9.414,11.829,30,0,-0.03766,49.18,1063.730443,9.57625,97.93038,10,2,0.712589074,9.784635143,0,0,17.58,31.43198,-1.62375,550.549443,3,4.925,-1.925
"1668",1870,37.585,"Temperate",270,5.86,35.66666667,0.440631522,6.777777778,15.92587908,2.293326588,6.037370506,9.178922674,18.40208314,11.78810682,4.226851427,9.030925943,NA,0.366256345,0.759615385,0.873318183,0.222015091,0.251024106,0,0.989642537,0.823893384,0.228412748,0,0,0.431369761,0.559885445,0.411625554,0.064479477,0.222015091,0.251024106,0,-0.3533,31.6,66.4984,11.2,513.181,41,13,10.00662691,1.470588235,9.414,11.829,30,0,-0.03798,49.85,1077.232018,9.830833333,98.57512,10,2,0.697674419,10.01474926,0,0,18.25,32.07672,-1.369166667,564.051018,3,4.875,-1.875
"1669",1871,37.58949,"Temperate",258,6,37.55555556,0.423587391,15.11111111,13.12594191,1.890135635,14.31029631,16.01738228,19.29639248,10.47292903,4.88627546,9.109624985,NA,0.367228096,0.762019231,0.873101757,0.200509715,0.254027268,0,0.989730568,0.81342218,0.232201595,0,0,0.418642769,0.544338754,0.40184149,0.064195427,0.200509715,0.254027268,0,-0.3539,31.7,66.4238,11.2333,515.264,41,13,10.01964637,1.356932153,9.414,11.829,26,0,-0.03766,49.19,1057.250984,9.415833333,97.93038,10,2,0.715990453,10.05516084,0,0,17.49,31.50658,-1.817466667,541.986984,3,4.925,-1.925
"1670",1872,38.85531,"Temperate",14,6.23,29.33333333,0.506470652,6.777777778,39.98222262,5.517546722,18.99060981,15.413048,18.76515029,8.928029689,1.722309765,12.06662445,NA,0.305786727,0.6875,0.828121055,0.341574065,0.252075332,0,0.985980974,0.686736475,0.221394969,5.26e-05,0,0.349391848,0.444410351,0.391045154,0.063627326,0.341574065,0.252075332,0,-0.4786,28.6,64.7333,9.275,428.44,39,16,10,1.179391682,19.16,19.942,42,0,-0.05129,41.205,842.2615547,7.994166667,94.70645,7,4,0.388601036,10.11316316,0,0.27391,12.605,29.97315,-1.280833333,413.8215547,5,7.025,-2.025
"1671",1873,38.84673,"Temperate",17,5.83,16.88888889,0.555574545,34.88888889,21.84024474,2.904752551,10.89516788,11.48738459,18.16957002,8.032962281,2.226142748,11.55437174,NA,0.306076823,0.6875,0.829311402,0.341574065,0.245332619,0,0.985980974,0.681659527,0.22887901,5.26e-05,0,0.347669998,0.437864376,0.389750893,0.063627326,0.341574065,0.245332619,0,-0.4753,28.6,65.1893,9.25833,427.355,39,16,9.972105997,1.29950495,19.16,19.942,42,0,-0.05129,40.885,847.6445056,7.867916667,94.70645,7,4,0.381679389,10.19416363,0,0.27391,12.285,29.51715,-1.390413333,420.2895056,5,7.025,-2.025
"1672",1874,38.8468,"Temperate",17,5.84,19.88888889,0.575898913,41.77777778,14.29188839,1.900821156,4.19390192,9.507338313,16.88420796,6.375569396,3.203756396,11.27841901,NA,0.306076823,0.6875,0.829311402,0.341574065,0.245332619,0,0.985980974,0.681659527,0.22887901,5.26e-05,0,0.347669998,0.437864376,0.389750893,0.063627326,0.341574065,0.245332619,0,-0.4753,28.6,65.1893,9.25833,427.355,39,16,9.972105997,1.29950495,19.16,19.942,42,0,-0.05129,40.885,847.6445056,7.867916667,94.70645,7,4,0.381679389,10.19416363,0,0.27391,12.285,29.51715,-1.390413333,420.2895056,5,7.025,-2.025
"1673",1875,38.10917,"Temperate",133,5.49,39.55555556,0.508401739,5.111111111,27.11827857,3.796558999,10.52201479,14.2287575,18.56301984,12.7628912,6.763169703,8.6001755,NA,0.33101842,0.713942308,0.857627241,0.133515763,0.256120462,0,0.98834132,0.764239251,0.202513342,0.000120173,0,0.392549012,0.521836964,0.404889308,0.06561568,0.133515763,0.256120462,0,-0.3968,29.7,64.8549,10.2667,449.772,39,17,10.00685401,1.220256254,4.308,10.143,18,0,-0.04271,46.09,951.5752681,9.212916667,94.44435,8,3,0.367647059,9.901960784,0,0.62595,16.39,29.58945,-1.053783333,501.8032681,4,5.675,-1.675
"1674",1876,38.10661,"Temperate",133,5.25,45.55555556,0.494897609,4.888888889,23.76183035,3.326656249,4.969031914,17.09505098,17.98703561,12.77553765,7.693861111,8.083325381,NA,0.330237197,0.713942308,0.856905818,0.133515763,0.256120462,0,0.98834132,0.764239251,0.202513342,0.000120173,0,0.392549012,0.521836964,0.405426763,0.06561568,0.133515763,0.256120462,0,-0.3988,29.7,64.6013,10.2417,450.865,39,17,10.00685401,1.220256254,4.308,10.143,18,0,-0.04271,46.09,951.5752681,9.212916667,94.44435,8,3,0.367647059,9.901960784,0,0.62595,16.39,29.84305,-1.028783333,500.7102681,4,5.675,-1.675
"1675",1877,38.10872,"Temperate",121,5.26,38.55555556,0.590252609,24.11111111,21.26705014,2.892318819,6.854902685,13.19504221,18.15022661,11.76553942,5.016475669,9.394167726,NA,0.331474376,0.716346154,0.859358655,0.133515763,0.248789895,0,0.98834132,0.76693638,0.218777769,0.000115356,0,0.393463533,0.523268896,0.405199227,0.066041755,0.133515763,0.248789895,0,-0.392,29.8,64.6169,10.3083,449.93,39,17,9.979633401,1.037217816,4.308,10.143,18,0,-0.04271,46.26,950.7363692,9.26375,94.44435,8,3,0.364963504,10.07765491,0,0.60086,16.46,29.82745,-1.04455,500.8063692,4,5.6,-1.6
"1676",1878,-33.09214,"Arid",889,7.03,32.22222222,0.118943913,8.555555556,4.46083049,0.566525472,1.23066122,3.07543545,18.53646864,9.477712033,12.28299221,6.332607788,NA,0.375975508,0.733173077,0.957544277,0.025556521,0.281008797,0,0.997623148,0.872838331,0.157437378,4.12e-05,0,0.434529923,0.645494528,0.389188249,0.138474648,0.025556521,0.281008797,0,-0.1198,30.5,28.7802,15.65,449.348,85,0,9.965237543,1.123595506,0.418,1.241,4,0,-0.00897,52.935,1058.442439,12.56875,57.51955,5,1,0.430107527,10.14759722,0,0.21444,22.435,28.73935,-3.08125,609.094439,13,1.85,11.15
"1677",1879,-33.08915,"Arid",910,7.53,34.44444444,0.118069783,19.88888889,3.782859547,0.480423162,1.090164248,2.829951207,18.16718906,9.290946027,12.2453205,5.56374393,NA,0.381403104,0.735576923,0.957327851,0.025556521,0.242058852,0,0.997623148,0.867682056,0.147830264,4.12e-05,0,0.4434238,0.636800655,0.391779998,0.138474648,0.025556521,0.242058852,0,-0.1204,30.6,29.9138,15.8,450.164,85,0,9.813874788,0.830737279,0.418,1.241,4,0,-0.00897,52.61,1076.772068,12.85041667,57.51955,5,1,0.217864924,10.04965294,0,0.21444,22.01,27.60575,-2.94958333,626.608068,13,1.85,11.15
"1678",1880,-33.16652,"Arid",748,7.62,26.66666667,0.152826522,34.55555556,4.795395449,0.613810617,1.026104173,3.727283659,17.55853409,9.49277427,13.40720122,5.681557801,NA,0.365423288,0.742788462,0.957904989,0.025556521,0.282379336,0,0.997565377,0.858638743,0.138968728,4.12e-05,0,0.403680701,0.619003784,0.37363188,0.144865786,0.025556521,0.282379336,0,-0.1188,30.9,26.02,15.3417,454.755,85,0,9.977703456,0.412796698,0.418,1.241,4,0,-0.00918,52.04,1042.251646,11.43583333,53.7324,5,1,0,9.959912719,0,0.21444,21.14,27.7124,-3.90586667,587.496646,14,1.725,12.275
"1679",1881,-32.58716,"Arid",654,7.09,24.44444444,0.212614348,32.66666667,3.43975057,0.447167574,0.898043322,2.821685024,19.39146518,7.872350159,10.2606108,7.347338014,NA,0.412841467,0.786057692,0.946867222,0.075893441,0.231912121,0,0.996605283,0.863953673,0.201451143,8.69e-05,0,0.403791045,0.589035491,0.345852126,0.12910098,0.075893441,0.231912121,0,-0.1494,32.7,40.3713,16.2583,461.408,56,0,9.956167815,0.872274143,0.368,5.219,12,0,-0.01267,52.375,1012.231525,11.07625,63.95072,9,0,0.123762376,10.17340757,0,0.4527,19.675,23.57942,-5.18205,550.823525,12,2.5,9.5
"1680",1882,-32.59074,"Arid",654,6.59,22.22222222,0.211288261,48.66666667,3.422249253,0.444892403,0.949144395,2.136311928,18.67913556,7.623435071,7.521161752,8.226892905,NA,0.412841467,0.786057692,0.946867222,0.075893441,0.231912121,0,0.996605283,0.863953673,0.201451143,8.69e-05,0,0.403791045,0.589035491,0.345852126,0.12910098,0.075893441,0.231912121,0,-0.1494,32.7,40.3713,16.2583,461.408,56,0,9.956167815,0.872274143,0.368,5.219,12,0,-0.01267,52.375,1012.231525,11.07625,63.95072,9,0,0.123762376,10.17340757,0,0.4527,19.675,23.57942,-5.18205,550.823525,12,2.5,9.5
"1681",1883,-32.62215,"Arid",607,7.1,27.77777778,0.201446957,59.88888889,1.818878417,0.238273073,0.471853945,1.445794239,18.45327022,8.747923195,9.217270207,7.521891843,NA,0.40782792,0.793269231,0.948093641,0.075893441,0.208520418,0,0.996676809,0.843804538,0.200255218,8.69e-05,0,0.38415839,0.5569193,0.335384958,0.124556171,0.075893441,0.208520418,0,-0.146,33,40.0768,16.0333,462.655,56,0,9.865470852,0.675675676,0.368,5.219,12,0,-0.01241,51.105,974.1602982,10.44291667,63.82221,9,0,0.368550369,10.1538141,0,0.4527,18.105,23.74541,-5.59038333,511.5052982,11,2.3,8.7
